Feature,Importance
cat__ROUTE_13871_10397,0.0
cat__ROUTE_13851_15016,0.0
cat__ROUTE_13851_14869,0.0
cat__ROUTE_13851_14747,0.0
cat__ROUTE_13871_15304,0.0
cat__ROUTE_13851_14107,0.0
cat__ROUTE_13851_13930,0.0
cat__ROUTE_13851_13487,0.0
cat__ROUTE_13851_13303,0.0
cat__ROUTE_13851_13232,0.0
cat__ROUTE_13851_13204,0.0
cat__ROUTE_13851_12953,0.0
cat__ROUTE_13851_12892,0.0
cat__ROUTE_13851_12889,0.0
cat__ROUTE_13851_12266,0.0
cat__ROUTE_13851_12191,0.0
cat__ROUTE_13851_14683,0.0
cat__ROUTE_13871_15016,0.0
cat__ROUTE_13871_14986,0.0
cat__ROUTE_13871_14869,0.0
cat__ROUTE_13871_14771,0.0
cat__ROUTE_13871_14761,0.0
cat__ROUTE_13871_14747,0.0
cat__ROUTE_13871_14112,0.0
cat__ROUTE_13871_14107,0.0
cat__ROUTE_13871_14082,0.0
cat__ROUTE_13871_13930,0.0
cat__ROUTE_10299_10170,0.0
cat__ROUTE_13871_13303,0.0
cat__ROUTE_13871_13232,0.0
cat__ROUTE_13871_13204,0.0
cat__ROUTE_13871_12953,0.0
cat__ROUTE_13871_12892,0.0
cat__ROUTE_13871_12889,0.0
cat__ROUTE_13871_12266,0.0
cat__ROUTE_13871_12191,0.0
cat__ROUTE_13871_11697,0.0
cat__ROUTE_13871_11433,0.0
cat__ROUTE_10299_10165,0.0
cat__ROUTE_13871_13487,0.0
cat__ROUTE_14107_11041,0.0
cat__ROUTE_14107_11003,0.0
cat__ROUTE_14107_10821,0.0
cat__ROUTE_14107_10800,0.0
cat__ROUTE_14107_10792,0.0
cat__ROUTE_14107_10721,0.0
cat__ROUTE_14107_10713,0.0
cat__ROUTE_14107_10693,0.0
cat__ROUTE_14107_10620,0.0
cat__ROUTE_14107_10599,0.0
cat__ROUTE_13502_11292,0.0
cat__ROUTE_14107_10431,0.0
cat__ROUTE_14107_10423,0.0
cat__ROUTE_14107_10408,0.0
cat__ROUTE_14107_10397,0.0
cat__ROUTE_14107_10372,0.0
cat__ROUTE_14107_10299,0.0
cat__ROUTE_14107_10140,0.0
cat__ROUTE_14100_15919,0.0
cat__ROUTE_14100_15412,0.0
cat__ROUTE_10257_11618,0.0
cat__ROUTE_14107_10561,0.0
cat__ROUTE_14107_11986,0.0
cat__ROUTE_14107_11921,0.0
cat__ROUTE_14107_11884,0.0
cat__ROUTE_14107_11775,0.0
cat__ROUTE_14107_11697,0.0
cat__ROUTE_14107_11695,0.0
cat__ROUTE_14107_11638,0.0
cat__ROUTE_14107_11637,0.0
cat__ROUTE_10257_11433,0.0
cat__ROUTE_14107_11603,0.0
cat__ROUTE_14107_11042,0.0
cat__ROUTE_14107_11503,0.0
cat__ROUTE_14107_11433,0.0
cat__ROUTE_14107_11423,0.0
cat__ROUTE_14107_11413,0.0
cat__ROUTE_14107_11298,0.0
cat__ROUTE_14107_11278,0.0
cat__ROUTE_14107_11259,0.0
cat__ROUTE_14107_11193,0.0
cat__ROUTE_14107_11109,0.0
cat__ROUTE_14107_11066,0.0
cat__ROUTE_14107_11057,0.0
cat__ROUTE_14107_11540,0.0
cat__ROUTE_14100_13930,0.0
cat__ROUTE_14100_13577,0.0
cat__ROUTE_14100_13495,0.0
cat__ROUTE_14100_13487,0.0
cat__ROUTE_14100_13485,0.0
cat__ROUTE_14100_13342,0.0
cat__ROUTE_14100_13303,0.0
cat__ROUTE_14100_13296,0.0
cat__ROUTE_14100_13244,0.0
cat__ROUTE_14100_13232,0.0
cat__ROUTE_14100_15096,0.0
cat__ROUTE_14100_13204,0.0
cat__ROUTE_14100_13198,0.0
cat__ROUTE_14100_12953,0.0
cat__ROUTE_14100_12945,0.0
cat__ROUTE_14100_12892,0.0
cat__ROUTE_14100_12889,0.0
cat__ROUTE_14100_12451,0.0
cat__ROUTE_14100_12339,0.0
cat__ROUTE_14100_12323,0.0
cat__ROUTE_14100_12266,0.0
cat__ROUTE_14100_12264,0.0
cat__ROUTE_14100_13230,0.0
cat__ROUTE_14100_15024,0.0
cat__ROUTE_14100_15016,0.0
cat__ROUTE_14100_14986,0.0
cat__ROUTE_14100_14869,0.0
cat__ROUTE_10257_11697,0.0
cat__ROUTE_14100_14771,0.0
cat__ROUTE_14100_14747,0.0
cat__ROUTE_14100_14730,0.0
cat__ROUTE_14100_14711,0.0
cat__ROUTE_14100_14704,0.0
cat__ROUTE_14100_13931,0.0
cat__ROUTE_10257_12264,0.0
cat__ROUTE_10257_12889,0.0
cat__ROUTE_14100_14576,0.0
cat__ROUTE_14100_14574,0.0
cat__ROUTE_14100_14524,0.0
cat__ROUTE_14100_14492,0.0
cat__ROUTE_14100_14321,0.0
cat__ROUTE_14100_14307,0.0
cat__ROUTE_14100_14122,0.0
cat__ROUTE_14100_14107,0.0
cat__ROUTE_14100_14027,0.0
cat__ROUTE_14100_14685,0.0
cat__ROUTE_14108_10466,0.0
cat__ROUTE_14107_16218,0.0
cat__ROUTE_14107_15919,0.0
cat__ROUTE_14107_15412,0.0
cat__ROUTE_14107_15376,0.0
cat__ROUTE_14107_15370,0.0
cat__ROUTE_14107_15304,0.0
cat__ROUTE_14107_15023,0.0
cat__ROUTE_14107_15016,0.0
cat__ROUTE_14107_14908,0.0
cat__ROUTE_14107_12173,0.0
cat__ROUTE_14107_14869,0.0
cat__ROUTE_14107_14831,0.0
cat__ROUTE_14107_14794,0.0
cat__ROUTE_14107_14771,0.0
cat__ROUTE_10257_10693,0.0
cat__ROUTE_14107_14730,0.0
cat__ROUTE_14107_14716,0.0
cat__ROUTE_14107_14698,0.0
cat__ROUTE_14107_14689,0.0
cat__ROUTE_14107_14683,0.0
cat__ROUTE_14107_14893,0.0
cat__ROUTE_14112_11003,0.0
cat__ROUTE_14112_10874,0.0
cat__ROUTE_14112_10693,0.0
cat__ROUTE_14112_10685,0.0
cat__ROUTE_14112_10676,0.0
cat__ROUTE_14112_10627,0.0
cat__ROUTE_14112_10581,0.0
cat__ROUTE_14112_10431,0.0
cat__ROUTE_14112_10408,0.0
cat__ROUTE_14112_10257,0.0
cat__ROUTE_14108_10693,0.0
cat__ROUTE_14109_12266,0.0
cat__ROUTE_14108_14986,0.0
cat__ROUTE_14108_14761,0.0
cat__ROUTE_14108_14112,0.0
cat__ROUTE_14108_14082,0.0
cat__ROUTE_14108_13930,0.0
cat__ROUTE_14108_12889,0.0
cat__ROUTE_14108_11697,0.0
cat__ROUTE_14108_11298,0.0
cat__ROUTE_14108_11292,0.0
cat__ROUTE_14108_11057,0.0
cat__ROUTE_14112_10135,0.0
cat__ROUTE_14107_13264,0.0
cat__ROUTE_14107_13244,0.0
cat__ROUTE_14107_13232,0.0
cat__ROUTE_14107_13230,0.0
cat__ROUTE_14107_13204,0.0
cat__ROUTE_14107_13198,0.0
cat__ROUTE_14107_13158,0.0
cat__ROUTE_14107_12992,0.0
cat__ROUTE_14107_12982,0.0
cat__ROUTE_14107_12954,0.0
cat__ROUTE_14107_14679,0.0
cat__ROUTE_10257_11298,0.0
cat__ROUTE_14107_12889,0.0
cat__ROUTE_14107_12758,0.0
cat__ROUTE_14107_12478,0.0
cat__ROUTE_14107_12451,0.0
cat__ROUTE_14107_12339,0.0
cat__ROUTE_14107_12280,0.0
cat__ROUTE_14107_12278,0.0
cat__ROUTE_14107_12266,0.0
cat__ROUTE_14107_12264,0.0
cat__ROUTE_14107_12191,0.0
cat__ROUTE_14107_12896,0.0
cat__ROUTE_14107_14674,0.0
cat__ROUTE_14107_14570,0.0
cat__ROUTE_14107_14492,0.0
cat__ROUTE_14107_14489,0.0
cat__ROUTE_14107_14314,0.0
cat__ROUTE_14107_14262,0.0
cat__ROUTE_14107_14252,0.0
cat__ROUTE_14107_14122,0.0
cat__ROUTE_14107_14100,0.0
cat__ROUTE_10257_10821,0.0
cat__ROUTE_14107_13303,0.0
cat__ROUTE_14107_13930,0.0
cat__ROUTE_10257_11057,0.0
cat__ROUTE_14107_13871,0.0
cat__ROUTE_14107_13851,0.0
cat__ROUTE_14107_13830,0.0
cat__ROUTE_14107_13796,0.0
cat__ROUTE_14107_13495,0.0
cat__ROUTE_10257_11292,0.0
cat__ROUTE_14107_13485,0.0
cat__ROUTE_14107_13476,0.0
cat__ROUTE_14107_13342,0.0
cat__ROUTE_14107_14004,0.0
cat__ROUTE_14057_12266,0.0
cat__ROUTE_14057_12264,0.0
cat__ROUTE_14057_12173,0.0
cat__ROUTE_14057_11884,0.0
cat__ROUTE_14057_11697,0.0
cat__ROUTE_14057_11648,0.0
cat__ROUTE_14057_11638,0.0
cat__ROUTE_14057_11618,0.0
cat__ROUTE_14057_11433,0.0
cat__ROUTE_14057_11298,0.0
cat__ROUTE_14100_11996,0.0
cat__ROUTE_14057_11278,0.0
cat__ROUTE_14057_11259,0.0
cat__ROUTE_14057_11057,0.0
cat__ROUTE_14057_10849,0.0
cat__ROUTE_14057_10800,0.0
cat__ROUTE_14057_10721,0.0
cat__ROUTE_14057_10713,0.0
cat__ROUTE_14057_10693,0.0
cat__ROUTE_14057_10620,0.0
cat__ROUTE_14057_10466,0.0
cat__ROUTE_14057_11292,0.0
cat__ROUTE_14057_14570,0.0
cat__ROUTE_14057_14489,0.0
cat__ROUTE_14057_14314,0.0
cat__ROUTE_14057_14262,0.0
cat__ROUTE_14057_14107,0.0
cat__ROUTE_14057_13930,0.0
cat__ROUTE_14057_13891,0.0
cat__ROUTE_14057_13830,0.0
cat__ROUTE_14057_13796,0.0
cat__ROUTE_14057_13495,0.0
cat__ROUTE_14057_12280,0.0
cat__ROUTE_14057_13486,0.0
cat__ROUTE_14057_13303,0.0
cat__ROUTE_14057_13264,0.0
cat__ROUTE_14057_13232,0.0
cat__ROUTE_14057_13204,0.0
cat__ROUTE_14057_13198,0.0
cat__ROUTE_14057_12982,0.0
cat__ROUTE_14057_12892,0.0
cat__ROUTE_14057_12889,0.0
cat__ROUTE_14057_12758,0.0
cat__ROUTE_14057_12478,0.0
cat__ROUTE_14057_13487,0.0
cat__ROUTE_14027_11278,0.0
cat__ROUTE_14027_11193,0.0
cat__ROUTE_14027_11057,0.0
cat__ROUTE_14027_11042,0.0
cat__ROUTE_14027_10821,0.0
cat__ROUTE_14027_10792,0.0
cat__ROUTE_14027_10721,0.0
cat__ROUTE_14027_10693,0.0
cat__ROUTE_14027_10529,0.0
cat__ROUTE_14027_10431,0.0
cat__ROUTE_14057_10423,0.0
cat__ROUTE_14027_10158,0.0
cat__ROUTE_14025_14986,0.0
cat__ROUTE_14025_14761,0.0
cat__ROUTE_14025_14112,0.0
cat__ROUTE_14025_14082,0.0
cat__ROUTE_14025_11697,0.0
cat__ROUTE_14004_14908,0.0
cat__ROUTE_14004_14771,0.0
cat__ROUTE_14004_14679,0.0
cat__ROUTE_14004_14262,0.0
cat__ROUTE_14004_14107,0.0
cat__ROUTE_14027_10397,0.0
cat__ROUTE_14057_10397,0.0
cat__ROUTE_14057_10299,0.0
cat__ROUTE_14057_10140,0.0
cat__ROUTE_14027_15356,0.0
cat__ROUTE_14027_15016,0.0
cat__ROUTE_14027_14307,0.0
cat__ROUTE_14027_14122,0.0
cat__ROUTE_14027_14100,0.0
cat__ROUTE_14027_13930,0.0
cat__ROUTE_14027_13487,0.0
cat__ROUTE_14027_11292,0.0
cat__ROUTE_14027_12892,0.0
cat__ROUTE_14027_12478,0.0
cat__ROUTE_14027_12391,0.0
cat__ROUTE_14027_12339,0.0
cat__ROUTE_14027_12266,0.0
cat__ROUTE_14027_12264,0.0
cat__ROUTE_14027_12197,0.0
cat__ROUTE_14027_11986,0.0
cat__ROUTE_14027_11618,0.0
cat__ROUTE_14027_11433,0.0
cat__ROUTE_14027_11298,0.0
cat__ROUTE_14027_12953,0.0
cat__ROUTE_14100_10431,0.0
cat__ROUTE_14100_10423,0.0
cat__ROUTE_14100_10397,0.0
cat__ROUTE_14100_10361,0.0
cat__ROUTE_14100_10257,0.0
cat__ROUTE_14098_11057,0.0
cat__ROUTE_14092_11057,0.0
cat__ROUTE_14082_15412,0.0
cat__ROUTE_14082_15380,0.0
cat__ROUTE_14082_15295,0.0
cat__ROUTE_14057_14679,0.0
cat__ROUTE_14082_15070,0.0
cat__ROUTE_14082_15008,0.0
cat__ROUTE_14082_14952,0.0
cat__ROUTE_14082_14783,0.0
cat__ROUTE_14082_14730,0.0
cat__ROUTE_14082_14696,0.0
cat__ROUTE_14082_14685,0.0
cat__ROUTE_14082_14576,0.0
cat__ROUTE_14082_14524,0.0
cat__ROUTE_14082_14512,0.0
cat__ROUTE_14082_15096,0.0
cat__ROUTE_14100_11995,0.0
cat__ROUTE_14100_11986,0.0
cat__ROUTE_14100_11697,0.0
cat__ROUTE_14100_11624,0.0
cat__ROUTE_14100_11433,0.0
cat__ROUTE_10257_12953,0.0
cat__ROUTE_14100_11292,0.0
cat__ROUTE_14100_11278,0.0
cat__ROUTE_14100_11267,0.0
cat__ROUTE_14100_11259,0.0
cat__ROUTE_14100_10529,0.0
cat__ROUTE_14100_11066,0.0
cat__ROUTE_14100_11057,0.0
cat__ROUTE_14100_11042,0.0
cat__ROUTE_14100_10994,0.0
cat__ROUTE_14100_10868,0.0
cat__ROUTE_14100_10792,0.0
cat__ROUTE_14100_10785,0.0
cat__ROUTE_14100_10721,0.0
cat__ROUTE_10257_13303,0.0
cat__ROUTE_14100_10599,0.0
cat__ROUTE_14100_10581,0.0
cat__ROUTE_10257_13232,0.0
cat__ROUTE_14082_11193,0.0
cat__ROUTE_14082_11003,0.0
cat__ROUTE_14082_10980,0.0
cat__ROUTE_14082_10874,0.0
cat__ROUTE_14082_10693,0.0
cat__ROUTE_14082_10676,0.0
cat__ROUTE_14082_10581,0.0
cat__ROUTE_14082_10431,0.0
cat__ROUTE_14082_10408,0.0
cat__ROUTE_14082_10257,0.0
cat__ROUTE_14082_14307,0.0
cat__ROUTE_14057_15376,0.0
cat__ROUTE_14057_15304,0.0
cat__ROUTE_14057_15023,0.0
cat__ROUTE_14057_14908,0.0
cat__ROUTE_14057_14893,0.0
cat__ROUTE_14057_14869,0.0
cat__ROUTE_14057_14831,0.0
cat__ROUTE_14057_14771,0.0
cat__ROUTE_14057_14747,0.0
cat__ROUTE_14057_14698,0.0
cat__ROUTE_14057_14689,0.0
cat__ROUTE_14082_10135,0.0
cat__ROUTE_14082_14259,0.0
cat__ROUTE_14082_14122,0.0
cat__ROUTE_14082_14108,0.0
cat__ROUTE_14082_14025,0.0
cat__ROUTE_14082_13871,0.0
cat__ROUTE_14082_13487,0.0
cat__ROUTE_14082_13367,0.0
cat__ROUTE_14082_13232,0.0
cat__ROUTE_14082_13230,0.0
cat__ROUTE_14082_13198,0.0
cat__ROUTE_14082_11267,0.0
cat__ROUTE_14082_12917,0.0
cat__ROUTE_14082_12544,0.0
cat__ROUTE_14082_12339,0.0
cat__ROUTE_14082_12265,0.0
cat__ROUTE_14082_12264,0.0
cat__ROUTE_14082_11986,0.0
cat__ROUTE_14082_11823,0.0
cat__ROUTE_14082_11775,0.0
cat__ROUTE_14082_11721,0.0
cat__ROUTE_14082_11537,0.0
cat__ROUTE_14082_11423,0.0
cat__ROUTE_14082_12945,0.0
cat__ROUTE_13230_10397,0.0
cat__ROUTE_13211_13930,0.0
cat__ROUTE_13204_15412,0.0
cat__ROUTE_13204_15370,0.0
cat__ROUTE_13204_15356,0.0
cat__ROUTE_13204_15096,0.0
cat__ROUTE_13204_15024,0.0
cat__ROUTE_13204_15016,0.0
cat__ROUTE_13204_14893,0.0
cat__ROUTE_13204_14869,0.0
cat__ROUTE_14112_10980,0.0
cat__ROUTE_13204_14747,0.0
cat__ROUTE_13204_14730,0.0
cat__ROUTE_13204_14683,0.0
cat__ROUTE_13204_14679,0.0
cat__ROUTE_13204_14576,0.0
cat__ROUTE_13204_14524,0.0
cat__ROUTE_13204_14492,0.0
cat__ROUTE_13204_14321,0.0
cat__ROUTE_13204_14307,0.0
cat__ROUTE_13204_14254,0.0
cat__ROUTE_13204_14771,0.0
cat__ROUTE_13232_10693,0.0
cat__ROUTE_13232_10599,0.0
cat__ROUTE_13232_10529,0.0
cat__ROUTE_13232_10423,0.0
cat__ROUTE_13232_10397,0.0
cat__ROUTE_13232_10257,0.0
cat__ROUTE_13232_10140,0.0
cat__ROUTE_13230_14986,0.0
cat__ROUTE_13230_14761,0.0
cat__ROUTE_13230_14112,0.0
cat__ROUTE_13230_10693,0.0
cat__ROUTE_13230_14082,0.0
cat__ROUTE_13230_13930,0.0
cat__ROUTE_13230_13303,0.0
cat__ROUTE_13230_13204,0.0
cat__ROUTE_13230_12451,0.0
cat__ROUTE_13230_12264,0.0
cat__ROUTE_13230_11697,0.0
cat__ROUTE_13230_11433,0.0
cat__ROUTE_13230_11298,0.0
cat__ROUTE_13230_11057,0.0
cat__ROUTE_13230_10721,0.0
cat__ROUTE_13230_14100,0.0
cat__ROUTE_10299_13930,0.0
cat__ROUTE_13204_12889,0.0
cat__ROUTE_13204_12478,0.0
cat__ROUTE_13204_12448,0.0
cat__ROUTE_13204_12391,0.0
cat__ROUTE_13204_12339,0.0
cat__ROUTE_13204_12266,0.0
cat__ROUTE_13204_12264,0.0
cat__ROUTE_13204_12197,0.0
cat__ROUTE_13204_12191,0.0
cat__ROUTE_13204_14193,0.0
cat__ROUTE_13204_11697,0.0
cat__ROUTE_13204_11637,0.0
cat__ROUTE_13204_11618,0.0
cat__ROUTE_13204_11540,0.0
cat__ROUTE_10299_13970,0.0
cat__ROUTE_13204_11423,0.0
cat__ROUTE_10299_14057,0.0
cat__ROUTE_13204_11292,0.0
cat__ROUTE_13204_11278,0.0
cat__ROUTE_13204_11193,0.0
cat__ROUTE_13204_11066,0.0
cat__ROUTE_13204_11986,0.0
cat__ROUTE_13204_14122,0.0
cat__ROUTE_13204_14107,0.0
cat__ROUTE_13204_14100,0.0
cat__ROUTE_13204_14057,0.0
cat__ROUTE_13204_13933,0.0
cat__ROUTE_13204_13931,0.0
cat__ROUTE_13204_13930,0.0
cat__ROUTE_13204_13871,0.0
cat__ROUTE_13204_13851,0.0
cat__ROUTE_13204_13577,0.0
cat__ROUTE_13204_12898,0.0
cat__ROUTE_13204_13487,0.0
cat__ROUTE_13204_13485,0.0
cat__ROUTE_13204_13342,0.0
cat__ROUTE_13204_13303,0.0
cat__ROUTE_13204_13296,0.0
cat__ROUTE_13204_13244,0.0
cat__ROUTE_13204_13232,0.0
cat__ROUTE_13204_13230,0.0
cat__ROUTE_13204_13198,0.0
cat__ROUTE_13204_12954,0.0
cat__ROUTE_13204_12953,0.0
cat__ROUTE_13204_13495,0.0
cat__ROUTE_13244_10721,0.0
cat__ROUTE_13244_10397,0.0
cat__ROUTE_13241_12266,0.0
cat__ROUTE_13232_15624,0.0
cat__ROUTE_13232_15376,0.0
cat__ROUTE_13232_15370,0.0
cat__ROUTE_13232_15304,0.0
cat__ROUTE_13232_15016,0.0
cat__ROUTE_13232_14986,0.0
cat__ROUTE_13232_14893,0.0
cat__ROUTE_13232_10721,0.0
cat__ROUTE_13232_14843,0.0
cat__ROUTE_13232_14831,0.0
cat__ROUTE_13232_14771,0.0
cat__ROUTE_13232_14747,0.0
cat__ROUTE_13232_14730,0.0
cat__ROUTE_13232_14685,0.0
cat__ROUTE_13232_14683,0.0
cat__ROUTE_13232_14679,0.0
cat__ROUTE_13232_14635,0.0
cat__ROUTE_13232_14524,0.0
cat__ROUTE_13232_14492,0.0
cat__ROUTE_13232_14869,0.0
cat__ROUTE_13244_14761,0.0
cat__ROUTE_13244_14112,0.0
cat__ROUTE_13244_14107,0.0
cat__ROUTE_13244_14100,0.0
cat__ROUTE_13244_13930,0.0
cat__ROUTE_13244_13495,0.0
cat__ROUTE_13244_13487,0.0
cat__ROUTE_13244_13303,0.0
cat__ROUTE_13244_13232,0.0
cat__ROUTE_13244_13204,0.0
cat__ROUTE_13244_10821,0.0
cat__ROUTE_13244_12892,0.0
cat__ROUTE_13244_12889,0.0
cat__ROUTE_13244_12266,0.0
cat__ROUTE_13244_12191,0.0
cat__ROUTE_13244_11697,0.0
cat__ROUTE_13244_11433,0.0
cat__ROUTE_13244_11298,0.0
cat__ROUTE_13244_11292,0.0
cat__ROUTE_13244_11278,0.0
cat__ROUTE_13244_11259,0.0
cat__ROUTE_13244_11057,0.0
cat__ROUTE_13244_12953,0.0
cat__ROUTE_13232_12889,0.0
cat__ROUTE_13232_12451,0.0
cat__ROUTE_13232_12266,0.0
cat__ROUTE_13232_12191,0.0
cat__ROUTE_13232_11986,0.0
cat__ROUTE_13232_11697,0.0
cat__ROUTE_13232_11540,0.0
cat__ROUTE_13232_11481,0.0
cat__ROUTE_13232_11433,0.0
cat__ROUTE_13232_11298,0.0
cat__ROUTE_13232_14314,0.0
cat__ROUTE_13232_11278,0.0
cat__ROUTE_13232_11259,0.0
cat__ROUTE_13232_11193,0.0
cat__ROUTE_13232_11109,0.0
cat__ROUTE_13232_11066,0.0
cat__ROUTE_13232_11057,0.0
cat__ROUTE_13232_11042,0.0
cat__ROUTE_13232_10994,0.0
cat__ROUTE_13232_10821,0.0
cat__ROUTE_13232_10800,0.0
cat__ROUTE_13232_10792,0.0
cat__ROUTE_13232_11292,0.0
cat__ROUTE_13232_14307,0.0
cat__ROUTE_13232_14262,0.0
cat__ROUTE_13232_14193,0.0
cat__ROUTE_13232_14122,0.0
cat__ROUTE_13232_14107,0.0
cat__ROUTE_13232_14100,0.0
cat__ROUTE_13232_14082,0.0
cat__ROUTE_13232_14057,0.0
cat__ROUTE_13232_13931,0.0
cat__ROUTE_13232_13891,0.0
cat__ROUTE_13232_12892,0.0
cat__ROUTE_13232_13851,0.0
cat__ROUTE_13232_13796,0.0
cat__ROUTE_13232_13577,0.0
cat__ROUTE_13232_13495,0.0
cat__ROUTE_13232_13487,0.0
cat__ROUTE_13232_13303,0.0
cat__ROUTE_13232_13296,0.0
cat__ROUTE_13232_13244,0.0
cat__ROUTE_13232_13204,0.0
cat__ROUTE_10299_13873,0.0
cat__ROUTE_13232_12954,0.0
cat__ROUTE_13232_13871,0.0
cat__ROUTE_12954_14869,0.0
cat__ROUTE_12954_14831,0.0
cat__ROUTE_12954_14570,0.0
cat__ROUTE_12954_14107,0.0
cat__ROUTE_12954_13830,0.0
cat__ROUTE_12954_13796,0.0
cat__ROUTE_12954_13495,0.0
cat__ROUTE_12954_13232,0.0
cat__ROUTE_12954_13204,0.0
cat__ROUTE_12954_13198,0.0
cat__ROUTE_13204_11057,0.0
cat__ROUTE_12954_12191,0.0
cat__ROUTE_12954_12173,0.0
cat__ROUTE_12954_11540,0.0
cat__ROUTE_12954_11292,0.0
cat__ROUTE_12954_11259,0.0
cat__ROUTE_12954_10693,0.0
cat__ROUTE_12954_10423,0.0
cat__ROUTE_12954_10140,0.0
cat__ROUTE_12953_15919,0.0
cat__ROUTE_12953_15412,0.0
cat__ROUTE_12953_15370,0.0
cat__ROUTE_12954_12889,0.0
cat__ROUTE_12992_12889,0.0
cat__ROUTE_12992_12266,0.0
cat__ROUTE_12992_11298,0.0
cat__ROUTE_12992_11292,0.0
cat__ROUTE_12992_11278,0.0
cat__ROUTE_12992_11259,0.0
cat__ROUTE_12992_11057,0.0
cat__ROUTE_12992_10397,0.0
cat__ROUTE_12982_14893,0.0
cat__ROUTE_12982_14831,0.0
cat__ROUTE_12954_14893,0.0
cat__ROUTE_12982_14747,0.0
cat__ROUTE_12982_14679,0.0
cat__ROUTE_12982_14107,0.0
cat__ROUTE_12982_14057,0.0
cat__ROUTE_12982_13830,0.0
cat__ROUTE_12982_13796,0.0
cat__ROUTE_12982_12892,0.0
cat__ROUTE_12982_12889,0.0
cat__ROUTE_12982_12758,0.0
cat__ROUTE_12982_11292,0.0
cat__ROUTE_12954_15016,0.0
cat__ROUTE_12982_14771,0.0
cat__ROUTE_12953_13487,0.0
cat__ROUTE_12953_13485,0.0
cat__ROUTE_12953_13342,0.0
cat__ROUTE_12953_13303,0.0
cat__ROUTE_12953_13244,0.0
cat__ROUTE_12953_13204,0.0
cat__ROUTE_12953_13198,0.0
cat__ROUTE_12953_12992,0.0
cat__ROUTE_12953_12451,0.0
cat__ROUTE_12953_12339,0.0
cat__ROUTE_12953_15304,0.0
cat__ROUTE_10372_12892,0.0
cat__ROUTE_12953_12264,0.0
cat__ROUTE_10372_13930,0.0
cat__ROUTE_10372_14107,0.0
cat__ROUTE_12953_11995,0.0
cat__ROUTE_12953_11986,0.0
cat__ROUTE_10372_14771,0.0
cat__ROUTE_12953_11624,0.0
cat__ROUTE_12953_11433,0.0
cat__ROUTE_12953_11423,0.0
cat__ROUTE_12953_11292,0.0
cat__ROUTE_10372_12266,0.0
cat__ROUTE_12953_15096,0.0
cat__ROUTE_12953_15016,0.0
cat__ROUTE_10333_11433,0.0
cat__ROUTE_12953_14869,0.0
cat__ROUTE_12953_14730,0.0
cat__ROUTE_12953_14685,0.0
cat__ROUTE_10361_14100,0.0
cat__ROUTE_12953_14576,0.0
cat__ROUTE_12953_14574,0.0
cat__ROUTE_12953_14524,0.0
cat__ROUTE_10372_11298,0.0
cat__ROUTE_12953_14321,0.0
cat__ROUTE_12953_14193,0.0
cat__ROUTE_12953_14122,0.0
cat__ROUTE_12953_14100,0.0
cat__ROUTE_10372_10397,0.0
cat__ROUTE_12953_13933,0.0
cat__ROUTE_12953_13931,0.0
cat__ROUTE_10372_10423,0.0
cat__ROUTE_12953_13871,0.0
cat__ROUTE_12953_13851,0.0
cat__ROUTE_12953_13577,0.0
cat__ROUTE_12953_14492,0.0
cat__ROUTE_13198_14771,0.0
cat__ROUTE_13198_14747,0.0
cat__ROUTE_13198_14683,0.0
cat__ROUTE_13198_14679,0.0
cat__ROUTE_13198_14635,0.0
cat__ROUTE_13198_14492,0.0
cat__ROUTE_13198_14193,0.0
cat__ROUTE_13198_14112,0.0
cat__ROUTE_13198_14107,0.0
cat__ROUTE_13198_14100,0.0
cat__ROUTE_12992_12953,0.0
cat__ROUTE_13198_14057,0.0
cat__ROUTE_13198_13930,0.0
cat__ROUTE_13198_13796,0.0
cat__ROUTE_13198_13495,0.0
cat__ROUTE_13198_13487,0.0
cat__ROUTE_13198_13342,0.0
cat__ROUTE_13198_13303,0.0
cat__ROUTE_13198_13232,0.0
cat__ROUTE_13198_13204,0.0
cat__ROUTE_13198_12954,0.0
cat__ROUTE_13198_12953,0.0
cat__ROUTE_13198_14082,0.0
cat__ROUTE_13204_11042,0.0
cat__ROUTE_10299_14107,0.0
cat__ROUTE_13204_10792,0.0
cat__ROUTE_13204_10785,0.0
cat__ROUTE_13204_10732,0.0
cat__ROUTE_13204_10721,0.0
cat__ROUTE_13204_10713,0.0
cat__ROUTE_13204_10693,0.0
cat__ROUTE_13204_10599,0.0
cat__ROUTE_13204_10529,0.0
cat__ROUTE_13198_14869,0.0
cat__ROUTE_13204_10423,0.0
cat__ROUTE_10299_14709,0.0
cat__ROUTE_13204_10257,0.0
cat__ROUTE_13204_10158,0.0
cat__ROUTE_13204_10140,0.0
cat__ROUTE_13204_10135,0.0
cat__ROUTE_13198_15624,0.0
cat__ROUTE_13198_15304,0.0
cat__ROUTE_13198_15016,0.0
cat__ROUTE_13198_14986,0.0
cat__ROUTE_13198_14893,0.0
cat__ROUTE_13204_10431,0.0
cat__ROUTE_13158_12889,0.0
cat__ROUTE_13158_12266,0.0
cat__ROUTE_13158_12191,0.0
cat__ROUTE_13158_11298,0.0
cat__ROUTE_13158_11292,0.0
cat__ROUTE_13158_11259,0.0
cat__ROUTE_13158_10423,0.0
cat__ROUTE_13139_11057,0.0
cat__ROUTE_13127_14869,0.0
cat__ROUTE_13127_14747,0.0
cat__ROUTE_13198_12892,0.0
