Threshold,Accuracy,Precision,Recall,F1
0.3,0.9209314055144586,0.8205155485302611,0.766897746967071,0.7928011278526742
0.4,0.9264514682806546,0.8735614676414839,0.7332585163508254,0.7972845646499127
0.5,0.9276871777628335,0.9105238928275481,0.7024178197005426,0.7930456539346747
0.6,0.9267484868863484,0.9397058823529412,0.6717333863681564,0.7834385406829365
0.7,0.9234252409773593,0.9618634979194371,0.637042929795153,0.7664592876187871
